,file,unique_names
448,bedroom---13_2o_andar_panorama.xml,"herb, floor, Air conditioner, table lamp, chair, picture, pillows, estanteria, bed"
449,bedroom---2333_2.xml,"curtain, floor tile, floor, bedspread, radiator, drapery, wall, picture, dresser, telephone, headboard, bed"
450,bedroom---28042007_001.xml,"mirror, Bed, table, light switch, door, TV, Power Outlet"
451,bedroom---375.xml,"pillow, radiator, Curtain, wall, curtains, floor, parquet, headboard, bed"
452,bedroom---4214_qto_casal_903.xml,"curtain, pillow, table lamp, wall, bed"
453,bedroom---8_cuarto.xml,"Bed, pillow, lamp, chair, wall, Window, T-shirt, dresser, art, bed"
454,bedroom---aa016560.xml,"rug, pillow, window, ceiling, armchair, fireplace, painting, fan, bouquet, bed"
455,bedroom---aa041717.xml,"pillow, window, radio alarm clock, books, armchair, radio, slippers, lamp, head stand, dresser, bouquet, night stand, bed"
456,bedroom---april2007_006.xml,"mirror, chest-of-drawers, ceiling, window, Bed skirt, Fan, filing drawer, computer keyboard, Chair, computer screen, waste paper basket, bed"
457,bedroom---at_00_05_8293_15_l.xml,"ottoman, pillow, window, ceiling, wooden dresser, chaise lounge, floor carpet, lamp, vase, painting, picture frame, ceiling lamp, dresser, curtains, headboard, night stand, bed"
458,bedroom---at_01_5a_1420_19_l.xml,"bed mattress, rug, ottoman, pillow, ceiling, chaise lounge, mattress, changing table, lamp, hanging bird, painting, door, puffy object, crib, night stand, lamp shade"
459,bedroom---b1.xml,"quilt, floor, pillow, window, books, lamp, painting, cabinet, might stand table, mug, glass, night stand, bed"
460,bedroom---b10.xml,"curtain, books, vase, bed stand, sleeping robe, rug, pillow, mug, dresser, head board, bouquet, night stand, bed, night stand dresser, bench, teapot, lamp, painting, pillows, box"
461,bedroom---b11.xml,"window, radiator, shelf, mattress, carpet, light, chair, night stand cabinet, head board, curtains, desk, bed"
462,bedroom---b12.xml,"curtain, little bear, magazine, pillow, window, ceiling, radio, cabinet dresser, chair, wardrobe, painting, alarmclock, laptop, magazines, night stand, bed"
463,bedroom---b13.xml,"sleeping robe, floor, ceiling, night stand dresser, window, pillow, armchair, bench, dressing screen, lamp, painting, head board, ceiling lamp, bouquet, chair part, bed"
464,bedroom---b14.xml,"curtain, sleeping robe, floor, pillow, ceiling, window, blanket, chair, wardrobe, painting, dresser, chest, bouquet, bed"
465,bedroom---b15.xml,"pillow, night stand dresser, window, bench, box, carpet, lamp, wardrobe, vase, painting, plant, bed"
466,bedroom---b16.xml,"mirror, ceiling, pillow, books, bench, radio, carpet, bookcase, lamp, wardrobe, alarm clock, painting, folders, laptop, desk, night stand, bed"
467,bedroom---b17.xml,"curtain, floor, ceiling, window, blanket, lamp, wardrobe, vase, dresser, night stand part, candle, shelf, bed"
468,bedroom---b18.xml,"curtain, rug, ottoman, ceiling, night stand dresser, window, large bowl, carpet, plant, wardrobe, vase, painting, cushion, cabinet, shelves, basket, bouquet, bed"
469,bedroom---b19.xml,"rug, mirror, pillow, night stand dresser, window, head board, ceiling, foot board, lamp, wardrobe, vase, door, plant, dresser, sleepers, bouquet, bed"
470,bedroom---b2.xml,"curtain, rug, idol, pillow, night stand dresser, window, ceiling, books, lamp, wardrobe, plant, painting, chandelier, end board, dresser, head board, bouquet, bed"
471,bedroom---b20.xml,"magazine, pillow, ceiling, window, armchair, carpet, slippers, wardrobe, vase, dresser cabinet, cabinet, dresser, curtains, shelf, chair part, bed"
472,bedroom---b21.xml,"curtain, bed frame, ottoman, candle, magazine, window, wardrobe part, rug, pillow, ceiling, decoration, wardrobe, cabinet, mug, dresser, bed, night stand dresser, lamp, head stand, tray"
473,bedroom---b22.xml,"curtain, rug, pillow, window, night stand dresser, ceiling, armchair part, lamp, painting, picture frame, door, bed"
474,bedroom---b23.xml,"mirror, poster, pillow, ottoman, night stand dresser, book, books, ceiling, carpet, lamp, plant, painting, dresser, bouquet, bed"
475,bedroom---b24.xml,"curtain, notebook, floor, pillow, window, books, shelf, lamp, boat, painting, door, dresser, tea pot, bouquet, bed"
476,bedroom---b25.xml,"rug, pillow, night stand dresser, bed, lamp, painting, wardrobe part"
477,bedroom---b26.xml,"curtain, sleeping robe, rug, mirror, ceiling, window, pillow, night stand dresser, lamp, plant, table part, painting, dresser, bouquet, bed"
478,bedroom---b27.xml,"drawers, hat, dressing table, round table, window, plant, vase, rug, ceiling, pillow, picture, dresser, bed, mirror, night stand dresser, foot board, lamp, painting, head stand"
479,bedroom---b28.xml,"curtain, pillow, window, ceiling, blanket, boxes, carpet, wardrobe, painting, night stand cabinet, dresser, pillows, bouquet, bed"
480,bedroom---b29.xml,"curtain, rug, mirror, pillow, night stand dresser, ceiling, window, lamp, boat, painting, dresser, basket, candle, bouquet, bed"
481,bedroom---b3.xml,"mirror, pillow, night stand dresser, bed, blanket, ceiling, book, statue, plant, painting, cabinet, cloth, shelf, boot"
482,bedroom---b30.xml,"curtain, drawers, book, window, slippers, statue, door, upper cabinet, Egyptian figurines, pillow, ceiling, wardrobe, cabinet, dresser, robe, night stand, bed, tissues, bouquet, lamp, painting, boxes, box"
483,bedroom---b4.xml,"curtain, carpet, plant, lamp, table part, painting, night stand table, bed"
484,bedroom---b5.xml,"curtain, pillow, window, plant, lamp, shelf, bed"
485,bedroom---b6.xml,"sack, pillow, bed, chair, door, cloth, boot"
486,bedroom---b7.xml,"Bed, Lamp, pillow, floor, Window, night stand table"
487,bedroom---b8.xml,"curtain, notebook, pillow, window, carpet, lamp, chair, painting, desk, bed"
488,bedroom---b9.xml,"curtain, mirror, ceiling, window, book, box, carpet, plant, wardrobe, vase, painting, bowl, dresser, night stand, bed"
489,bedroom---bed136.xml,"curtain, pillow, window, ceiling, clock, box, carpet, lamp, plant, painting, night stand table, bed"
490,bedroom---bed2.xml,"curtain, small table, mirror, pillow, ceiling, window, lamp, plant, painting, cabinet, cushion, doll, night stand table, bed"
491,bedroom---bedroom.xml,"nightstand, door, lamp, bed"
492,bedroom---bedroom13.xml,"curtain, pillow, window, night stand dresser, ceiling, carpet, lamp, painting, bed"
493,bedroom---bedroom14.xml,"curtain, wall outlet, small table, air vent, pillow, window, ceiling, blanket, ceiling light, lamp, plant, painting, door, cabinet, ceiling lamp, bed"
494,bedroom---bedroom18.xml,"chimney, ottoman, fishing pole, book, poker, cushion, glasses, glass, chest, shovel, cooler, window, blanket, ore, comforter, plant, basket, bedskirt, coat rack, rocking chair, rug, pillow, ceiling, decorative globe, light, chair, picture, mounted fish, roman shade, bench, sofa, fireplace, foot board, wall, sheets, wall lamp"
495,bedroom---bedroom2.xml,bed
496,bedroom---bedroom27.xml,"end table, bedpost, frame, wall decoration, plaque, armoir, stack of books, throw pillow, stack of magazine, candle in holder, window, dried flowers in pot, stack of magazines, basket, pot, floor, pillow, decorative bowls, chair, picture, night stand, flowers in pot, compforter, flowers on stand, tree, bench, foot board, lamp, tub, picture frame, wall, tray, area rug"
497,bedroom---bedroom3.xml,"floor, bedAndFrame, window, ceiling, pillow, table lamp, wall, alarm, outlet"
498,bedroom---bedroom5.xml,"pillow, window, lamp, wall, electricity contact, bed"
499,bedroom---bedroom6.xml,"floor, pillow, window, table, door, bed"
500,bedroom---child4.xml,"storage table, stool, book, end table, storage box, puppet, xylophone, stuffed animal, block, globe, throw pillow, window, apple, books, comforter, blocks, airplane, paper dove, tin box, guitar, toy, rug, floor, pillow, dressor, table, camera, hotel, arm chair, picture, toy horse, doll, work bench, shelf, steering wheel, bed, train, roman shade, clock, helicopter, wall, phone, hammer, helicoptor"
501,bedroom---cimg8169.xml,"pictures, drawers, window, book, tv, remote control, lamp, alarm clock, picture frame, cushion, wall, picture, curtains, telephone, book stack, bed"
502,bedroom---cornerbedroom.xml,"curtain, house plant, window, lamp, nightstand, bed"
503,bedroom---cuarto_i_3.xml,"contacto, pillow, floor, bedspread, Flower Texture, wall, bed"
504,bedroom---c_26.xml,"curtain, Drawers, toy, Floor (wooden), Shelf, paper, Notebook, desk, bed"
505,bedroom---d03.xml,"curtain, rug, ottoman, pillow, ceiling, book, statue, light, painting, cabinet, ceiling lamp, bed"
506,bedroom---dsc00621.xml,"curtain, climatizer, Bed, Lamp, pillow, wooden figure, armchair, decorative frame mirror, picture frame, Chair, Window, frame, bed-clothes"
507,bedroom---dsc01316.xml,"curtain, TV, door, bed"
508,bedroom---dsc01901.xml,"curtain, pillow, window, blanket, outlet, wall, air conditioner, bed"
509,bedroom---dsc04183.xml,"microwave, countertop, handle, doorway_ lintel, stovetop, beam, window, remote control, bowl, sink, cooker hood, floor tile, floor, ceiling, table, door handle, light, chair, cupboard, bed, television, extractor pipe, fridge/freezer, painting, wall, cofeemaker"
510,bedroom---dsc05905.xml,"window, book, table, flowers, vase, wall, bed"
511,bedroom---dscf0936.xml,"Bed, Lamp, radiator, Window, Picture Frame, TV"
512,bedroom---dsc_4440.xml,"pillow, bed, books, flowers, table, shoes, stereo, sofa, cupboard, stove, fan, wall, blinds, box"
513,bedroom---easyst031.xml,"rug, mirror, ceiling, window, pillow, book, armchair, flowers, bench, box, dressing screen, lamp, plant, painting, picture, dresser, bouquet, bed"
514,bedroom---easyst037.xml,"rug, pillow, window, Wicker basket, drawer, Bedstead, lamp shade"
515,bedroom---homeoff005.xml,"elephant, hat, knob, handle, stack of books, horse statue, sculpture, window, books, comforter, net, door, drawer, basket, bedskirt, rug, teddy bear, dressor, cow on wheels, chair, decorative boxes, picture, potted plant, mirror m, shelf, jar, tiger, deer, decorative box *X, box"
516,bedroom---hotel_room_IMG_8577.xml,"door, painting, bed"
517,bedroom---hunter_room.xml,"toy, curtain, air vent, ottoman, teddy bear, window, ceiling, armchair, shelf, shelves, dresser, crib, box"
518,bedroom---imagem_003.xml,"bed frame, mirror, door opening, knob, light switch plate, dessus de lit, towel, door, satelite turner, drawer, Flat screen LCD TV, dvd-player, chest of drawers, bed"
519,bedroom---imagen_016.xml,"curtain, Bed, window, widowpane, picture frame, flower"
520,bedroom---IMG_0025.xml,"curtain, notepad, painting, telephone, bed"
521,bedroom---IMG_0026.xml,"headboard, sideboard, lamp, picture, drawer, pen, telephone, envelope, bed"
522,bedroom---IMG_0028.xml,"mirror, lamp, painting, wall, telephone, bed"
523,bedroom---img_0035.xml,"coffer, floor, head table, lamp, wall, picture, bed"
524,bedroom---img_0076.xml,"bed, shoes, carpet, head, backpack, wall, dresser, speakers, body"
525,bedroom---img_0103.xml,"light blub, door, table lamp, bed"
526,bedroom---img_0118.xml,"curtain, wall, bed"
527,bedroom---IMG_0991.xml,"floor, pillow, table occluded, lamp, alarm clock, painting, night table occluded, wall, armchair occluded, bed"
528,bedroom---IMG_0994.xml,"curtain, telephone, floor, swivel chair, table occluded, lamp, door, wall, bed crop"
529,bedroom---img_1039.xml,bed
530,bedroom---IMG_1078.xml,"mirror, floor, tv, shoes, furniture, plant, backpack, door, wall, bed crop"
531,bedroom---IMG_1079.xml,"water bottle, lamp, alarm clock, painting, Pillow, telephone, bedside table, bed"
532,bedroom---IMG_1080.xml,"floor, armchair, table, lamp, door, wall, picture, laptop, bed crop"
533,bedroom---IMG_1081.xml,"magazine, floor, lamp, painting, picture frame, wall, laptop computer, side table, bed"
534,bedroom---IMG_1098.xml,"floor, case, eyeglasses, book, lamp, wall, bed crop"
535,bedroom---img_1115.xml,"bathroom, pillow, ceiling, window, molding, armchair, vent, lamp, chair, wardrobe, door, phone, bathtub, bed"
536,bedroom---IMG_1245.xml,"curtain, mirror, floor, door, wall, door frame, bed crop"
537,bedroom---IMG_1246.xml,"night table crop, pillow, lamp, pillow occluded, telephone, picture crop, control remote, bed"
538,bedroom---IMG_1247.xml,"floor, pillow, face, lamp, suitcase, chair, wall, nightstand, flower, photo, bed"
539,bedroom---IMG_1311.xml,"curtain, bed, clock, lamps, picture, night table"
540,bedroom---IMG_1337.xml,"clock radio, remote, door handle, door crop, lamp, drawer, bed"
541,bedroom---IMG_1551.xml,"floor, pillow, lamp, chair, wall, wall lamp, coffee table, bed"
542,bedroom---IMG_1555.xml,"night table, curtain, floor, ceiling, pillow, window, book, sofa crop, table, lamp, alarm clock, night table occluded, outlet, wall, air condition, bed"
543,bedroom---IMG_1556.xml,"magazine, floor, lamp crop, armchair, table, table occluded, lamp, sofa occluded, cushion, wall, bed crop"
544,bedroom---IMG_1566.xml,"curtain, floor, air con, lamp cover, wall, bed crop"
545,bedroom---IMG_1682.xml,"Bed, Lamp, Alarm clock, remote control, painting"
546,bedroom---IMG_1683.xml,"floor, lamp, painting, wall, bed crop"
547,bedroom---IMG_1698.xml,"floor, ceiling, pillow, bed, books, lamp, painting, cushion, wall, telephone, night table"
548,bedroom---IMG_2123.xml,"bed spread, lampshade, table, cover, sofa, drape, painting, coffee table"
549,bedroom---IMG_2125.xml,"Bedframe, painting, telephone"
550,bedroom---IMG_2126.xml,"floor, table, sofa, lamp, painting, outlet, wall, bed crop"
551,bedroom---IMG_2127.xml,"curtain, book, paper, glass, menu, remote control, screen, trash can, pen, dressor, carpet, chair, telephone, bed, mirror, television, lamp, heater, wall, desk, box"
552,bedroom---IMG_2337.xml,"welcome card, pillow, picture, bed"
553,bedroom---IMG_2338.xml,"Comforter, pillow, Bed, Floor, lampshade, pad of paper, paper, lamp, Mattress, wall, picture, drawer, nightstand, telephone, headboard"
554,bedroom---IMG_2341.xml,"floor, pillow, handle, clock, lamp, Picture Crop, wall, bed crop, night table"
555,bedroom---IMG_2342.xml,"mirror, floor, clothes stand, book, table, lamp, wardrobe, chair, wall, telephone, paperweight, bed"
556,bedroom---IMG_2429.xml,"curtain, floor, bed-side table, palm tree, drawer, carpet, light, phone book, alarm clock, painting, wall, hotel room, phone, headboard, bed"
557,bedroom---IMG_2430.xml,"bed, book, lamp, chair, painting, outlet, wall, lamp shade"
558,bedroom---IMG_2434.xml,"painting crop, calendar, lamp, alarm clock, phone, pen, bed crop, night stand"
559,bedroom---IMG_2808.xml,"curtain, floor, pillow, bedlamp, menu, table, card, outlet, wall, headboard, bed"
560,bedroom---IMG_2829.xml,"curtain, floor, pillow, book, bedlamp, table, wall, bed crop, socket"
561,bedroom---IMG_2830.xml,"floor, pillow, book, lamp, wall, bed"
562,bedroom---IMG_3021.xml,"curtain, pillow, clock, paper, lamp, bed crop, night table occluded, pilolow, telephone, pillow occluded"
563,bedroom---IMG_3022.xml,"floor, lampshade, remote, lamp, alarm clock, wall, phone, bed crop, night table"
564,bedroom---IMG_3063.xml,"wallet, pillow, book, lamp, alarm clock, painting, wall, phone, nightstand, pen, bed crop, headboard"
565,bedroom---IMG_3066.xml,"ceiling, pillow, towels, lamp, cellphone, alarm clock, painting, socks, telephone, papers, bed"
566,bedroom---IMG_3202.xml,"curtain, flowers, paper, lamp, night table occluded, door, wall, picture, bed"
567,bedroom---IMG_3206.xml,"curtain, floor, ceiling, bed, wall hanging, light, wardrobe, lamp, chair, pillar, wall, moulding, clothes rack"
568,bedroom---IMG_3264.xml,"curtain, night table crop, floor, lamp, chair, night table occluded, painting, wall, telephone, bed"
569,bedroom---IMG_3265.xml,"telephone, floor, light, wall, bed crop, night table"
570,bedroom---IMG_3274.xml,"floor, armchair crop, lamp, painting, night table occluded, wall, bed"
571,bedroom---IMG_3699.xml,"clock, table lamp, painting, phone, bed"
572,bedroom---IMG_3737.xml,"painting, lamp, bed"
573,bedroom---img_378.xml,"curtain, pillow, baby doll, switch, bedspread, wall, picture, nightstand, clothes, drapes, bed"
574,bedroom---img_407.xml,"floor tile, floor, hanging light, window, pillow, ceiling, beadspread, wall, headboard, bed"
575,bedroom---IMG_4828.xml,"drawers, floor, bed, ---, lamp, shadow, picture frame, wall, lamp shade"
576,bedroom---IMG_4829.xml,"painting, bin, mirror, bed"
577,bedroom---IMG_4830.xml,"chair, television, bed"
578,bedroom---IMG_4835.xml,"picture, bed"
579,bedroom---IMG_5744.xml,"alarm clock, painting, telephone, bed"
580,bedroom---IMG_8705.xml,"wall, bed"
581,bedroom---IMG_9001.xml,"pilow, window, knob, pants, door crop, cloth, power outlet, bed"
582,bedroom---IMG_9641.xml,"telephone, clock radio, lamp, painting, night table occluded, bed crop, bed"
583,bedroom---IMG_9642.xml,"pilow, pillow, lamp, alarm clock, painting, wall, phone charger, nightstand, telephone, bed"
584,bedroom---IMG_9643.xml,"floor, bed (occluded), window, book, table and chairs, chair (occluded), wall, hanging lamp"
585,bedroom---IMG_9644.xml,"sprinkler, ceiling, pillow, smoke alarm, comforter, lamp, alarm clock, painting, door, wall, ice bucket, nightstand, telephone, headboard, bed"
586,bedroom---IMG_9655.xml,"drawer pull, phone handset, alarm clock, bed crop, spiral line cord, telephone, headboard"
587,bedroom---IMG_9810.xml,"curtain, floor, ceiling, window, Air Conditioner, Lamp shade, Desk _ Chair, lamp, night table occluded, wall, picture, drawer, bed crop, bed"
588,bedroom---IMG_9811.xml,"floor, remote control, alarm clock, notes, wall, phone, bed"
589,bedroom---IMG_9812.xml,"night table crop, lampshade, paper, lamp, alarm clock, painting, bed crop, remote crontrol, pen, telephone"
590,bedroom---IMG_9814.xml,"Entertainment center, floor, tv, lamp, chair, Lamp cord, painting, wall, Outlet, bed crop"
591,bedroom---IMG_9815.xml,"painting crop, floor, Lamp, trash, book, handle, paper, chair, placard, wall, desk, bed"
592,bedroom---IMG_9816.xml,"headboard, floor, pillow, bed, remote, comforter, phonebook, lamp, paper, painting, wall, rose, phone, bed crop, drawyer, night table"
593,bedroom---indoor_0019.xml,"mirror, floor, ceiling, window, television, table, cupboard, wall, bed"
594,bedroom---indoor_0020.xml,"floor, table, armchair crop, chair occluded, wall, sofa bed, shelves"
595,bedroom---indoor_0028.xml,"curtain, floor, ceiling, wall, bag, bed crop"
596,bedroom---indoor_0040.xml,"floor, ceiling, handle, lamp, chair, door, wall, shelves, bureau, bed"
597,bedroom---indoor_0047.xml,"computer, poster, ceiling, photograph, window, floor, spotlight, table, bookshelf, lamp, chair, wall, bed crop"
598,bedroom---indoor_0053.xml,"closet, floor, tallboy, mirror, carpet, chair crop, door, wall, bed crop"
599,bedroom---indoor_0056.xml,"floor, window, television, table, carpet, furniture, sofa, lamp, wall, shelves, shelves occluded, bed"
600,bedroom---indoor_0057.xml,"bed occluded, ceiling, large window, floor, carpet, table occluded, sofa, chair crop, chair, lamp, chair occluded, wall, table crop, picture"
601,bedroom---indoor_0061.xml,", mirror, floor, photograph, books, bookshelf, bed crop, wall, table crop, furniture occluded, basket, trousers"
602,bedroom---indoor_0068.xml,"curtain, window, rail, cushion, wall, picture, bed crop"
603,bedroom---indoor_0069.xml,"floor, window, television, table occluded, clushion, cushion, wall, duvet, picture, rocking chair occuded, bed"
604,bedroom---indoor_0085.xml,"curtain, closet, floor, ceiling, television, rail, furniture, lamp, picture occluded, wall, picture, armchair occluded, carpet occluded, double door, bed"
605,bedroom---indoor_0087.xml,"floor, window, table, furniture, cushion, wall, picture, picture crop, bed"
606,bedroom---indoor_0089.xml,"closet, floor, window, floor lamp, swivel chair, door, cushion, wall, picture, shelf, bed"
607,bedroom---indoor_0090.xml,"floor, star, window, bed, handle, carpet, lamp, furniture crop, door, window occluded, shelves, wall, night table"
608,bedroom---indoor_0097.xml,"mirror, floor, ventilator, television, music system, shelves, wall, bed"
609,bedroom---indoor_0105.xml,"curtain, night table, closet, floor, books, table occluded, lamp, chair occluded, wall, glass, bed"
610,bedroom---indoor_0110.xml,"floor, tallboy, television, clothing, dummy, shoe, shelves, wall, picture, cloth, bede crop, box"
611,bedroom---indoor_0113.xml,"mirror, bed occluded, ceiling, window, closet, floor, table, furniture crop, chair, chair occluded, wall, picture, fridge"
612,bedroom---indoor_0114.xml,"floor, table, lamp, wall, table crop, sofa bed, magazines"
613,bedroom---indoor_0123.xml,"toy, rug, floor, window, bed, book, handle, chair, wall, night table"
614,bedroom---indoor_0132.xml,"mattress, lamp occluded, sofa bed, floor"
615,bedroom---indoor_0133.xml,"curtain, floor, window, armchair, table, rail, table occluded, lamp, chair, cushion, wall, picture, radiator occluded, bed"
616,bedroom---indoor_0136.xml,"floor, window, radiator hood, lamp, chair, bed crop, shelves, wall, loudspeaker, bureau, shelf, papers"
617,bedroom---indoor_0139.xml,"floor, window, table, radio, chair occluded, wall, shelves, laptop computer, bed"
618,bedroom---indoor_0145.xml,"floor, window, duvet, wall, table crop, bed"
619,bedroom---indoor_0154.xml,"floor, photograph, radiator, books, window, chair, chair occluded, shelves, wall, picture, table crop, bed crop, shelf, papers"
620,bedroom---indoor_0155.xml,"night table crop, floor, window, lamp, cushion, wall, bed crop"
621,bedroom---indoor_0160.xml,"curtain, floor, large window, cushion, wall, sofa bed"
622,bedroom---indoor_0166.xml,"poster, tallboy, floor, table, shoes, table occluded, lamp, door, chair occluded, wall, cushion, picture, bed crop"
623,bedroom---indoor_0167.xml,"curtain, floor, pillow, window, blanket, swivel chair, wall, table crop, picture, bed"
624,bedroom---indoor_0171.xml,"curtain, pug, floor, closet crop, clock, adaptor, bottle, frame, wall, chest of drawers, bed crop, socket"
625,bedroom---indoor_0176.xml,"closet, floor, tallboy, books, selves, wall, picture, basket, shelf, bed"
626,bedroom---indoor_0177.xml,"floor, window, book, swivel chair crop, table, shoes, carpet, furniture, lamp, litter bin, window crop, jeans occluded, wall, picture, bed crop"
627,bedroom---indoor_0182.xml,"curtain, poster, tallboy, floor, radiator, bed, wall, basket, box"
628,bedroom---indoor_0185.xml,"computer, floor, window, swivel chair, box, lamp, moden, poster crop, bed crop, shelves, wall, laptop, bureau, guitar"
629,bedroom---indoor_0186.xml,"curtain, rug, mirror, floor, poster, photograph, table, flask, lamp, chimney crop, wall, furniture occluded, ventilator crop, tin, bed crop, radiator occluded"
630,bedroom---indoor_0188.xml,"curtain, floor, bed, plant, wall, picture, night table"
631,bedroom---indoor_0190.xml,"floor, wall, bed"
632,bedroom---indoor_0192.xml,"floor, ceiling, window, bookshelf, door, wall, bed"
633,bedroom---indoor_0194.xml,"floor, ceiling, window, floor lamp, furniture, door, cushion, wall, table crop, picture, bed"
634,bedroom---indoor_0199.xml,"curtain, night table, jacket, floor, lamp, door, cushion, wall, chair occluded, picture, computer crop, bureau, bed"
635,bedroom---indoor_0200.xml,"floor, window, bed, lamp, wall, picture crop, night table"
636,bedroom---indoor_0202.xml,"floor, window, skirting board, column, shelves, wall, bed crop, shelf, socket"
637,bedroom---indoor_0204.xml,"mirror, floor, furniture crop, wall, picture, bed"
638,bedroom---indoor_0210.xml,"closet, ceiling, photograph, handle, shoes, door, wall, clothes, bed crop, shelf"
639,bedroom---indoor_0212.xml,"floor, ceiling, window, bed, wall, canopy, night table"
640,bedroom---indoor_0213.xml,"night table, floor, window, lamp, cushion, wall, picture, chest of drawers, bed"
641,bedroom---indoor_0215.xml,"curtain, mirror, night table crop, picture crop, window, lamp, cushion, wall, picture, chest of drawers occluded, pillow occluded, bed"
642,bedroom---indoor_0216.xml,"poster, floor, window, photograph, swivel chair, table occluded, sofa, cushion, shelves, wall, basket occluded, box occluded, bed crop"
643,bedroom---indoor_0219.xml,"floor, ceiling, books, lamp, bookshelf, night table occluded, door, wall, picture, bed"
644,bedroom---indoor_0221.xml,"floor, ceiling, photograph, bed, furniture crop, wall, picture, night table"
645,bedroom---indoor_0237.xml,"rug, floor, window, table, wall, armchair occluded, computer crop, bed"
646,bedroom---indoor_0238.xml,"floor, clock, lamp, night table occluded, cushion, wall, bed crop, night table"
647,bedroom---indoor_0245.xml,"floor, window, rug crop, wall, picture, bed crop"
648,bedroom---indoor_0246.xml,"curtain, floor, window, book, box, tallboy occluded, furniture crop, lamp, spread, wall, box occluded, bed"
649,bedroom---indoor_0257.xml,"floor, window, lamp, cushion, wall, picture, bed"
650,bedroom---indoor_0267.xml,"bookshelf occluded, bed occluded, floor, window, floor lamp, radiator, books, sofa, door, chair occluded, wall, furniture occluded, picture, table crop, armchair occluded"
651,bedroom---indoor_0268.xml,"closet, mirror, ceiling, floor, puf, armchair crop, lamp, wall, picture, bed"
652,bedroom---indoor_0274.xml,"floor, pillow, ceiling, lamp occluded, lamp, shelves, furniture occluded, wall, bed"
653,bedroom---indoor_0275.xml,"curtain, bed occluded, floor, window, lamp, night table occluded, door, wall, picture, bed"
654,bedroom---indoor_0276.xml,"curtain, floor, ceiling, window, carpet, furniture, lamp, door, wall, chest of drawers, bed"
655,bedroom---indoor_0284.xml,"curtain, window, shelves crop, wall, bed"
656,bedroom---indoor_0285.xml,"curtain, mirror, floor, ceiling, closet, furniture, plant, chair, lamp, door, wall, shelves, bed crop"
657,bedroom---indoor_0289.xml,"rug, bed occluded, floor, large window, table, carpet, table occluded, lamp, sofa occluded, chair crop, cushion, wall, table crop, picture, night table"
658,bedroom---indoor_0293.xml,"night table, floor, photograph, carpet, lamp, chair, wall, picture, bed"
659,bedroom---indoor_0303.xml,"floor, pillow, window, bed, lamp crop, carpet, wall, picture, chest of drawers occluded, telephone, night table"
660,bedroom---indoor_0304.xml,"floor, pillow, window, tv, furniture, air conditioning, wall, picture, chest of drawers occluded, bed"
661,bedroom---indoor_0305.xml,"mirror, closet, floor, switch, lamp, night table occluded, wall, picture, bed crop"
662,bedroom---indoor_0306.xml,"floor, window, bed, carpet, lamp, chest of drawers crop, wall, picture, bed crop, night table"
663,bedroom---indoor_0307.xml,"mirror, floor, window, lamp, wall, chest of drawers occluded, bed crop"
664,bedroom---indoor_0308.xml,"night table, closet, floor, telephone, rug occluded, handle, lamp, chest of drawers crop, wall, bed crop, bed"
665,bedroom---indoor_0322.xml,"rug, mirror, floor, ventilator, window, bed, ceiling, lamp, wall, picture, chest of drawers, night table"
666,bedroom---indoor_0323.xml,"curtain, closet, floor, ceiling, pillow, switch, table occluded, picture occluded, washbasin, bath occluded, lamp, door, chair occluded, wall, picture, bed crop, pillow occluded"
667,bedroom---indoor_0330.xml,"bookshelf occluded, bed occluded, floor, books, book, tv stand, tv, carpet, table occluded, picture occluded, lamp, vase, night table occluded, chair occluded, wall, bureau"
668,bedroom---indoor_0331.xml,"curtain, night table, mirror, poster, floor, window, flowers, picture occluded, lamp, vase, wall, picture, chest of drawers occluded, telephone, bed"
669,bedroom---indoor_0332.xml,"curtain, floor, ceiling, switch, lamp, bath occluded, door, night table occluded, wall, picture, telephone occluded, basket occluded, bed crop"
670,bedroom---indoor_0338.xml,"bed occluded, floor, window, table, carpet, lamp, sofa occluded, door, wall, picture, basket, telephone, night table"
671,bedroom---indoor_0339.xml,"telephone, floor, carpet, lamp, cushion, wall, picture, night tablr, bed crop"
672,bedroom---indoor_0340.xml,"mirror, night table crop, pillow, window, floor, telephone crop, lamp, cushion, wall, pictue, picture, chest of drawers occluded, bed"
673,bedroom---indoor_0341.xml,"curtain, mirror, ceiling, pillow, table occluded, lamp occluded, lamp, chair, door, cushion, wall, picture, bed crop"
674,bedroom---indoor_0355.xml,"bed occluded, stool, window, floor, blanket, lamp, cushion, wall, furniture occluded, radiator occluded, bed crop, picture crop"
675,bedroom---indoor_0356.xml,"curtain, floor, window, blanket, clock, candlestik, bookshelf, wall, chest of drawers, bed crop, picture crop"
676,bedroom---indoor_0372.xml,"floor, ceiling, large window, closet crop, table, furniture crop, wall, glass, picture, armchair occluded, bag, bed"
677,bedroom---indoor_0385.xml,"floor, pillow, window, lamp crop, bed, carpet, door, wall, chest of drawers occluded, socket, telephone, picture crop, night table"
678,bedroom---indoor_0386.xml,"floor, window, tv stand, tv, air conditioning, door, wall, picture, chest of drawers occluded, bed"
679,bedroom---indoor_0387.xml,"closet, floor, pillow, lamp, wall, picture, bed crop, picture crop, night table"
680,bedroom---indoor_0388.xml,"mirror, bed occluded, floor, lamp crop, window, table occluded, lamp, night table occluded, chair occluded, wall, picture, chest of drawers occluded, bed crop"
681,bedroom---indoor_0389.xml,"mirror, floor, window, table occluded, lamp, chair occluded, wall, chest of drawers occluded, bed crop"
